,Pg0,Pg1,Pg2,Pg3,Pg4,Pg5,Pg6,Pg7,Pg8,Pg9,Load_P1,Load_P2,Load_P3,Load_P4,Load_P5,Load_P6,Load_P7,Load_P8,Load_P9,Load_P10,Load_P11,Load_P12,Load_P13,Load_P14,Load_P15,Load_P16,Load_P17,Load_P18,Load_P19,Load_P20,Load_P21,Load_Q1,Load_Q2,Load_Q3,Load_Q4,Load_Q5,Load_Q6,Load_Q7,Load_Q8,Load_Q9,Load_Q10,Load_Q11,Load_Q12,Load_Q13,Load_Q14,Load_Q15,Load_Q16,Load_Q17,Load_Q18,Load_Q19,Load_Q20,Load_Q21,RS_P1,RS_P2,RS_P3,RS_P4,RS_P5,RS_P6,RS_Q1,RS_Q2,RS_Q3,RS_Q4,RS_Q5,RS_Q6,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,P_0_1,P_0_38,P_1_2,P_1_24,P_2_3,P_2_17,P_3_4,P_3_13,P_4_5,P_4_7,P_5_6,P_5_10,P_6_7,P_7_8,P_8_38,P_9_10,P_9_12,P_12_13,P_13_14,P_14_15,P_15_16,P_15_18,P_15_20,P_15_23,P_16_17,P_16_26,P_20_21,P_21_22,P_22_23,P_22_35,P_24_25,P_25_26,P_25_27,P_25_28,P_27_28
0,543.683861226211,480.78096192136167,422.5891810709843,515.1937024395401,465.72643396583186,398.12698485576493,407.4921844974846,438.3533815660078,470.09028059201347,474.44098321989696,90.91419199025471,278.2575467376877,484.89080627993974,191.94172517389083,434.7179630867239,5.701385310226054,7.723471284133689,280.39355208952645,294.9157082934726,144.0225879223896,619.3007184368762,248.6162100573474,237.84208127972803,292.7664893820259,207.29472675462364,122.7027633224358,244.95168423284665,195.56445763028583,269.75038947770213,7.756971133198176,1067.4870764649609,41.17220579886535,2.073969292454815,178.4398167110178,68.96109886487096,147.0712495806809,-58.41727102477772,79.67942239200056,134.06316709280483,28.953730631851567,27.346060997922077,93.80584411617389,104.3462195496166,81.29874778288887,-87.46944368445492,43.67996028043855,15.00681278044179,65.8144204967257,26.20183995434898,25.595363234392195,3.878485566599088,241.73167492413063,201.9392441347546,186.74343198033407,171.9920001190885,155.919661569748,253.88937984316175,180.24992646768195,67.31308137825152,62.247810660111355,57.33066670636283,51.97322052324933,84.6297932810539,60.083308822560646,-97.2452414628637,-125.24937371181983,-87.82826241011855,-26.192746788013153,-121.63056227750081,-63.966173255146714,-14.113977551817356,44.59444539575327,119.36279708027718,132.57688833538276,1.0363298430297094,1.0623660338639713,1.0505118619181515,1.0265982464592591,1.025230262367578,1.0268944575945167,1.0176734543593675,1.016540464529914,1.041670536575256,1.03796401244161,1.0341933122852365,1.0392243409910267,1.0378205344537956,1.03729664815812,1.0497998223269072,1.0606940120880932,1.0597221958646685,1.0551385520524386,1.0620339053158103,0.998820882493652,1.0573768886845043,1.0681490052108402,1.0631878873098433,1.069653164915156,1.0657496900313406,1.0734464907855368,1.0628086684265488,1.0714684249950166,1.069576151544002,-446.0720070657227,355.1578150754681,353.5441688749486,-123.38373342708437,135.60387253505723,-61.800088809393706,-51.92977023724,-297.71971318244806,-453.478557281855,401.52674567607954,474.81428986366257,-396.79660524132765,281.55185372894346,246.8005488762981,239.61776048435146,300.3798264994708,122.20935457151312,203.0982227229251,-95.66861799936768,-204.26678991534342,288.1851033714092,-355.725130152914,-235.82424616283757,-196.24146653363925,206.14695518480363,81.5210447550846,-484.84933130340534,67.50424780745627,236.38181976623744,-406.7573786390396,105.40592875008922,163.89012464740478,-67.20971734227055,-114.32315000662109,-262.9477085960851
1,536.4843865635814,547.951192876495,477.0593159531558,470.6714299065415,569.1170913838492,440.8808917340374,548.1904096081483,603.7765807372199,650.4512608470388,598.7864054937348,108.21219581614848,366.0118926688345,599.7228070152255,243.26021850129325,596.7462465777267,7.403969222026088,10.074933156403837,373.2540032792265,377.338547102066,188.27144378025605,748.8808653823027,268.52257058136433,280.7260516849798,340.86760846763826,238.4516311607175,157.474964092292,305.8989264953717,223.9751708941663,312.7233993962458,10.007058454593428,1209.3090802467605,49.00593294132953,2.7280389515689527,220.697992981603,87.39888089866824,201.88771483836499,-75.86220772106729,103.93834909302905,178.46207031788018,37.045699305157235,35.74774248992204,113.43342519761349,112.70107889363831,95.95726857595673,-101.8405492570196,50.245165137436906,19.259527982510534,82.18992509039347,30.00832386737374,29.672872817492102,5.003529227296714,273.8471649109512,374.97488542133186,216.51617562852863,209.97787960382243,328.9955854382653,202.53811827978132,237.57186151228507,124.99162847377728,72.17205854284288,69.99262653460747,109.66519514608844,67.51270609326043,79.19062050409502,-155.70593043971178,-196.95745585860067,-165.71154618022905,-70.37238940134876,-163.1121655765769,-102.19394135903394,-59.12566932515051,6.61798995393724,71.8558917015464,65.2857401482654,1.0268743671807525,1.0530939624792246,1.032642662256651,1.0040946423690458,1.005053967734901,1.0078393843664353,0.9954709035465003,0.9940555425551566,1.0360129146581452,1.022229387960151,1.0169630102131726,1.0187128596592576,1.020678860731685,1.0175808715128374,1.0301606843734472,1.045032625322228,1.0426688049618216,1.0371098664713212,1.0551504018464766,0.9921586894221264,1.0448966023516157,1.0631459894776978,1.055219278862281,1.0541569049629007,1.0603581356809337,1.059098974331055,1.044895721490213,1.0613534266920956,1.0630543867275208,-535.0560845150598,426.84388869891166,602.3398869555871,-224.0144870666024,277.78588982523877,-45.866380154472985,11.228431822912395,-334.30875366039254,-468.75200683665526,479.9789023020869,558.5654683799576,-488.7898389193762,313.38685332929407,194.35139801552407,185.73298361675685,374.96171100905485,102.09760494409997,192.07807032877145,-143.4859479785987,-307.15527080506746,221.12134547204326,-284.79969145617525,-400.0040726177911,-221.75435194541478,234.54135254778606,-13.734384211651273,-669.7075771035713,96.84668631729754,362.8817918131055,-546.8467193345604,135.4780533134596,320.9999735146373,-145.00934488682893,-198.5111629200157,-369.7967236744354
2,474.37616037083075,519.3129419251061,435.2212414034694,543.4650981555394,471.3672144224211,584.7939551243903,444.9985750937553,616.1191465080962,425.73037703953577,596.9259057007035,99.07756834489999,343.35226179484977,500.97257102538526,254.06159518799387,540.5227729011411,7.090722544665068,9.230938874048453,323.00173082882134,334.1077385424068,153.55541996599604,678.6262265573115,275.6227425558996,257.55914975351664,342.49719778370695,222.98428348754643,143.9647352638173,295.6691538354082,216.10867369535183,275.57542043688153,9.070741322715506,1167.8608154174076,44.86914468078462,2.559147292880868,184.35790613734179,91.2796150376026,182.86651665582667,-72.65263407302977,95.23125684833107,154.4352025525302,32.801458829543286,29.156092398606845,102.79191372853394,115.68107808003086,88.03840027938388,-102.3274194285735,46.98597402059014,17.60719783802082,79.44135627962036,28.954365990251024,26.14807340300569,4.535370661357753,264.4612353753188,236.03527786392377,111.58994503176903,336.65591334046655,277.56355381138474,183.96865820332636,236.35146902442085,78.67842595464126,37.19664834392301,112.21863778015552,92.52118460379491,61.32288606777545,78.78382300814027,-140.68717323241017,-160.22064999585135,-136.12871376871175,-50.3056253918312,-138.77965052820866,-98.27258282138416,-35.50008069705734,17.340381353739417,120.23112979761072,99.53953642843192,1.0307227480422174,1.0552845726297795,1.0401957443850118,1.0148201008657485,1.0131540637645982,1.0152221603286602,1.003557787256317,1.0025984812312048,1.039184128092549,1.0277516944885168,1.0227975138292258,1.019012059268557,1.0269130528124695,1.0268263292376572,1.0436260815017138,1.0529615157704242,1.0508914815113004,1.045510877447069,1.0584715287083268,0.9957756634456963,1.04957913505297,1.06504556058309,1.0585464606380761,1.0611131850841002,1.0631329191909793,1.0676468712281237,1.0541183383796455,1.0695642533168828,1.0696082191330403,-491.2641981549134,392.1866298100132,476.8325814771114,-220.72285076371887,238.79350920563235,-108.04138204316695,69.81157071484414,-332.8340051081009,-388.19245215916396,457.96551457796653,528.9607454060722,-446.8298922104024,273.2042552186577,188.6732009877872,180.50921345343588,381.89478520679194,53.32645619667786,88.67062309478094,-245.1263889513674,-232.54648179552902,370.1795860092527,-330.10562514408645,-410.2212873071078,-197.00560816436106,262.1767920717976,107.13762591784791,-687.0852492653836,171.8276923686911,358.20942497500414,-444.11775796478895,166.71918374997594,189.19806384854857,-57.65081633950434,-109.60082915793825,-273.8849659611554
3,407.0820099090961,420.99754328476854,311.53826732279174,328.2201347035845,360.2842620710159,431.2590467529767,431.58499596203364,412.46746873685044,423.00387522827293,473.2218909129911,87.9463742780108,263.4735640306275,424.843290888001,209.95399186732448,442.28180366968985,5.84019060980917,7.004859576928605,270.3122656553418,291.0541617747411,140.34287800017563,578.2638541791832,238.02313057860766,214.25242586590738,255.88798619333826,198.09009059192522,121.96024662797817,262.13016323224167,172.4568067663623,224.34370153896663,8.9126502361957,956.5424548727368,39.828173597213905,1.9637781169984656,156.34233104678435,75.43257192838006,149.63020407675714,-59.8394914789678,72.26584323208878,129.2430520164603,28.574618314055126,26.647381898767527,87.58996614772921,99.90021903846672,73.23537465961925,-76.45130371686905,41.740411946155675,14.916001386155603,70.42999047699021,23.105863430833008,21.286933232445158,4.45632511809785,216.60834575922482,338.28378521615525,276.1933425090014,145.02927596280057,136.56536156945998,215.48688797360592,297.0935469900219,112.76126173871842,92.06444750300047,48.34309198760019,45.52178718981999,71.82896265786863,99.03118233000728,-61.508932896383996,-84.84375939925651,-50.21212929224984,-9.494188401305166,-106.09316333876691,-62.74242966874664,-13.168478546737163,64.04459941877474,160.76999392238196,177.01554202369056,1.0400249180751602,1.0678728791736574,1.0555725590323,1.034189606478539,1.0318636428555297,1.0332872798984838,1.0239100714355698,1.0229741964346373,1.0462284178015517,1.0442678147677524,1.0410507546639751,1.0538776693786942,1.0447986524820996,1.0439351975168296,1.053214674560851,1.0631163002324309,1.0629128139702264,1.0591567378330142,1.0642644084408897,1.0011719585074443,1.0589526488922276,1.0685705767916331,1.06393739721998,1.0705633226984028,1.0698426554943936,1.0764629213267447,1.0650893913091233,1.0771000547875749,1.075926044576373,-417.2672429916024,329.3208687135916,459.9177161063761,-123.53774241428222,197.76859781621832,-3.778587067949721,17.121738181206144,-244.7636501720235,-357.97626716119254,375.0934591569097,441.3689906975311,-403.1382116172169,230.27984712213453,161.80278981427585,155.27612098764635,260.23117057801227,51.307096744778804,175.69644529561063,-69.79651416191454,-195.18433887467427,122.97624715521093,-107.74228501296133,-277.9548588125793,-223.89358792118625,144.2669011323504,-21.384592476060075,-516.5454913190556,49.370284857315255,265.85360419562437,-430.76095243406616,88.54484744551576,284.5450172249579,-138.5571328461123,-179.6468559386968,-311.7348391204634
4,439.04100338050716,463.6267176247136,499.77600413537897,512.1155737367848,496.5250895673134,516.9002307889109,473.68392993482587,499.5888113483091,358.42199421269385,504.99616606128353,98.10698154592647,311.2002004720446,434.21196000183414,204.50402708635693,477.9841068103853,6.747542218642791,7.736793887821542,291.8988789183755,315.1237361049494,140.94093763190014,701.3719747083251,266.83656034848275,217.3448866294416,266.9724019987045,211.47942005364362,129.44609884702126,275.84023380714984,180.25037477029574,265.8908886277252,8.972985838322922,1062.559593024412,44.42959615092162,2.319504599791637,159.79000128067497,73.47450074958931,161.70879935385832,-69.13635565563229,79.81686543121873,139.56415148284827,30.937679866838494,26.760937525044334,106.23722558081982,111.99344686158948,74.2924339751546,-79.76297946947686,44.5617349398749,15.831537269060155,74.11365712612034,24.15005021194254,25.229153100831773,4.486492919161461,240.61584986965852,173.76324545288108,124.10006124340129,213.86038954305405,245.74015197224543,204.35530494172,189.89941756029037,57.92108181762703,41.36668708113376,71.28679651435135,81.91338399074847,68.11843498057333,63.29980585343012,-111.11827763216732,-124.10410807086623,-112.20338724586279,-44.78966674306753,-140.49445850717711,-85.98431658355639,-31.08157976878033,33.49151540188154,125.49919415233018,132.63789762917037,1.035001333601393,1.0596837736493674,1.0469566443743556,1.0240949677757805,1.0219936888424506,1.0236352324444231,1.0138368521566943,1.012699178207763,1.0421381737739637,1.0343131309151112,1.0302558250055154,1.0306189732375661,1.0338343538490407,1.0335968412975733,1.0452027740648395,1.0550521375094315,1.054529506371504,1.0505245357929476,1.0591863224478275,0.9956308910793223,1.0516190478907654,1.0660726949619237,1.0603500545574511,1.0626370285406206,1.0642695945493246,1.0711033893518942,1.0583456643564069,1.072152671917799,1.070358567935306,-441.56500066575376,343.4580191198278,334.783445529985,-145.33404440143946,135.573741216332,-113.3413425556301,22.336621297993318,-321.32547086170723,-400.58242386557305,422.913420047867,486.3807608029087,-457.9807251724028,280.4782386427233,223.7000139576918,215.659463983836,388.5001779175722,111.27582621780735,156.00234079510733,-166.3351055175983,-244.86513627757878,422.3596502326642,-301.45779201879,-396.7311013531985,-284.71128259490007,254.82969191178515,166.40568552889317,-664.7248035697781,94.70573932265977,349.9836890009417,-472.6879364142032,139.78433413139118,110.00347486531518,-28.412911796294374,-71.83599526437425,-208.69354958107985
5,670.1935910890594,747.7472093679434,639.1227999842278,556.1154987707225,708.304174382613,684.4842632604405,588.0596217620159,582.4559371900316,600.6989227974198,704.3938237443499,123.08729737806644,345.9416809181784,569.0646093985424,269.6804378607924,623.3201952998681,7.718502689395303,10.290045586135092,379.6406087227603,397.65242826535973,181.28318879864074,857.2664630154384,341.5667796676651,287.2111880810338,368.92439919744595,263.6253797837317,172.2194058176784,308.8824632027355,246.195842825505,342.00301903934354,10.968214317923286,1343.7696899670163,55.742403115886646,2.578447311191392,209.4157762586636,96.8911752793266,210.87805840987875,-79.08496601749648,106.15756290502793,181.5156660455698,39.04004082969945,34.42085863265331,129.85065542733844,143.35831993350908,98.17400610769884,-110.22303825665755,55.54963359728632,21.062805028061387,82.99155150109085,32.98546243681524,32.4510801134333,5.484107158961643,304.29567254687873,185.43462931445933,190.10577295058354,221.3043781413655,111.5839680859224,155.14255614843435,160.9025703945446,61.811543104819776,63.368590983527845,73.76812604712183,37.19465602864079,51.71418538281145,53.63419013151486,-209.36181504484767,-249.0733595399543,-219.17400494524009,-110.12746050953649,-206.37865511991106,-204.8908889391646,-101.82469257006483,-29.743486380174545,44.33655783394488,32.23820889891613,1.0239507925896192,1.047518641291145,1.0268388629753114,0.9971301991060519,0.9964238330979617,0.9992825489103603,0.9856026739434471,0.9842707469860699,1.0313399488481094,1.0148873301628765,1.0089554854148977,1.0083071659060447,1.0128856525308234,1.0096859635082107,1.0210807214309416,1.0350486525477771,1.0342836427007336,1.029818377488568,1.0494070282640349,0.9860142296009295,1.0313475188990735,1.0513727602927527,1.045597490951862,1.0436236332912052,1.0514712662277643,1.052752769206632,1.0378857952670524,1.0564941144031967,1.0584460623345842,-529.9042297807266,406.8169324026605,508.69643366455506,-114.84990412791987,172.2828562825636,-12.756414339599448,-47.298492736096705,-350.0755959796351,-569.4558624044474,522.1387733726369,620.2290410997389,-528.6466054534989,348.14232364353774,244.20545055286124,234.65950394157454,431.06437134650014,208.05842863772568,287.09528494358545,-64.72727084730407,-223.17691145873613,308.1731919739862,-397.5641432126599,-367.1859740741928,-164.82464206587153,194.30444547402521,113.24736687489022,-709.785390908141,82.45171950222115,381.670466608607,-586.4853279558195,201.06969961323117,196.39100295511233,-54.79195722811081,-113.92838450106989,-301.1045633595154
6,356.5085790787077,335.3902388982086,303.7329892015964,314.4703888812858,332.4045351299053,323.1246835147979,405.8669376487146,289.95730803811995,405.0099146101787,398.6956626745982,72.87137018250552,250.07244999211915,364.7998014724111,187.72394150786243,403.21096454951413,5.4369945975320775,6.758604260473724,250.82972852066442,266.80625894141383,118.09046689405815,535.6301489349745,219.58457871299984,211.77273357683922,247.7517068832926,179.00470897285672,118.96359365587992,220.2928972388843,148.87375965527576,223.72385177304773,7.042667777741881,876.6104684685329,33.001173791667455,1.8638940372083415,134.2463269418473,67.44572748785477,136.41198532460572,-55.708283107020975,69.7253428982049,119.92796394894268,26.194049130114486,22.422240549504714,81.13221373573877,92.1614107737043,72.3877707499014,-74.02043867349182,37.718849390709096,14.549504260071645,59.18901687379277,19.946193041192288,21.228118563298004,3.5213338888709407,198.5078053597221,253.097388066818,257.11650580970496,286.0918220449177,307.0740516838401,187.296183926948,189.8129294506882,84.36579602227266,85.70550193656831,95.36394068163924,102.35801722794669,62.43206130898267,63.27097648356273,-32.88268000931231,-54.305387012820006,-21.91706277736847,15.19785698001536,-89.61848008327851,-1.9322133114385451,13.236282940752801,77.6537546574112,154.1671841817286,206.29405540449415,1.0446092966141924,1.071976448484935,1.0636593901129543,1.043818729487825,1.039322541787123,1.0402190884518314,1.0316900388055619,1.0306817390706202,1.048342847955843,1.0502998023240295,1.0473564634815,1.059772071364142,1.0517036421776191,1.0530684810277993,1.0666754168882544,1.072087618478005,1.0716239728394004,1.0678805088568466,1.0680381102998342,1.0040752392067327,1.0678032267893793,1.0763117929787298,1.070128601923656,1.0784351530838638,1.071556432947957,1.0821929360607387,1.0737833265067476,1.0787881047669263,1.0748683142669715,-368.95337886612265,296.08200868361723,278.57746025885024,-63.41499215073972,112.503005121308,-84.8941030388251,25.714154817501807,-278.25642253181474,-336.921190921236,362.62144939908137,419.82791343757486,-411.2294228403275,231.09424004844155,189.3025651792404,183.0220719689179,275.85703648926454,27.87595271233339,141.00131260365242,-138.01155733404835,-103.10398149376189,278.00604051987364,-109.0353009715362,-319.9077022445102,-219.07805789202345,203.32000985664334,74.21425726491314,-540.2289601333623,87.92022713933783,281.22424257192546,-405.13808061025986,46.58051420995223,146.4301702835551,-91.60332748074421,-127.31397520992233,-240.7968765448469
7,484.2879687458091,521.205386651412,493.9781407835164,501.86535842580116,435.2441309474393,399.99154665588827,588.1601170254969,441.63191718146754,497.4239062753239,593.8405349837118,91.03680452962381,291.47314696101586,487.8430232165308,228.42306300263402,490.1984480136005,5.876442579455414,7.816524030257098,309.06805355693444,310.76608769400093,145.9123024004282,638.7392241150368,248.93923540236023,246.12871917206684,325.9753352601289,202.41160447074452,123.14594367463775,287.24729799469986,205.5085344846086,262.5094306951492,8.349792609877435,1068.1643878430957,41.22773319886652,2.172470660579,179.52623254368334,82.06816634825175,165.841084136402,-60.21093473718932,80.6394038291471,147.7731631069093,30.509862104912553,27.704867544385102,96.75020600565998,104.48179588055265,84.13127128063377,-97.39120515548893,42.65101665633545,15.061014694020445,77.178544479003,27.53415316395727,24.908302242326325,4.174896304938717,241.88505159490393,234.82280305164372,139.42650197375494,162.06132782773545,169.31444475421694,232.5123477190595,132.39976747047052,78.27426768388123,46.47550065791831,54.02044260924515,56.43814825140564,77.50411590635316,44.133255823490174,-102.49897238059506,-136.00758683715824,-117.5871568212155,-39.37056164732212,-128.18350462586108,-89.95474893399,-50.825557965518556,34.61835272121459,94.13585933481988,147.91655223717157,1.0378237336503155,1.062036254211289,1.0467643583743056,1.0213297804630783,1.0199390885717665,1.021747955595016,1.0114404818901854,1.0105265786712212,1.0411204302094867,1.0330170121985633,1.0288634221038602,1.0301387228379957,1.0323746172708215,1.0315784115300575,1.0427689878691173,1.05513381351936,1.0542727784691193,1.0503193289018173,1.0599761795000562,0.997480139826865,1.0520863012056099,1.0645376249937961,1.0585438363924513,1.0638047117290308,1.0634989898261995,1.068424099403641,1.056355426770667,1.0670936272486748,1.0657282763194873,-409.5616127094878,318.5248081798642,430.29398170863027,-89.27909446401503,178.38775653595903,-41.7794482575441,-14.798291101710706,-295.19702137137756,-418.2063809219047,403.4052992440533,481.79202594494524,-430.226893442834,251.98503125130824,163.65909018491396,156.9945677069477,355.8250063842585,138.15313439925865,193.3976793511529,-102.80942011114733,-250.027200959165,293.6481668792413,-293.2453270566824,-329.971978287457,-231.84314080077613,187.94591280334802,105.15952349457626,-579.7116617921683,-12.845900016857936,327.62025071991246,-586.6197098947463,148.1415706085229,182.69517269412736,-54.397492613293,-103.94460398334569,-260.0202566090134
8,569.3087195264193,546.6859882174537,698.9851586639531,549.1800494748502,648.2264928319969,702.3565581729702,588.3285385441932,685.6013716518235,667.7795704401968,606.3096328536334,101.73753539438636,350.9908674284836,548.0421631555665,244.61885737992975,586.3308532322092,7.7053962671679415,9.653095740742181,365.05853065104156,390.21883348885154,185.05383102223982,792.0478702924536,308.64544328022583,278.7367234859484,339.4527137581698,223.11783010586524,155.56755436636362,345.73301355189443,232.9871966509572,321.54648547694984,10.44409936936861,1240.9458664466822,46.07376090606431,2.6160809994669587,201.6795160412485,87.88701462751968,198.3640396184064,-78.95067559898229,99.58645078374116,174.54360996752925,38.310238059847734,35.13680335865313,119.97195682370987,129.5409707198028,95.27728002792419,-101.41782309949208,47.014114200878744,19.026247656317853,92.89267801839158,31.215760327992328,30.510054530264377,5.222049684684305,281.0112922207161,163.09462695524925,100.54800256827444,86.42409308121957,167.07814659464253,154.7361090887971,157.8479051329923,54.36487565174975,33.51600085609148,28.808031027073188,55.692715531547506,51.578703029599026,52.6159683776641,-208.64455787776316,-230.78755224495663,-236.85687571083554,-114.35910634793231,-194.79581839602577,-209.06992420282506,-105.89897138620313,-23.40706726647818,33.85455502431137,40.58759083666348,1.0247640651439152,1.0437585843267265,1.0237390221258316,0.9959875248423882,0.9972139200239066,1.000033758973352,0.9877991544493817,0.9865772111568877,1.0324661677902887,1.0129498666772336,1.0075124473972885,1.0009276404333793,1.0102662345188451,1.0066462880202167,1.0137079284754786,1.0308408744670463,1.0303273647733455,1.0260660851511716,1.0487297366741508,0.9873147415538198,1.0294738858696177,1.0510215379969987,1.0445722002106592,1.03927056850575,1.0556385040532585,1.0513385772469839,1.034049422589569,1.0551874010511115,1.0572581021785037,-511.688099240216,409.9505638458303,480.92354687976524,-291.63360613421787,186.04079534826377,-59.01954846710889,-23.90052540809443,-338.7250697784593,-516.9519444904744,493.0462944032209,578.6244760338809,-525.3393673192769,331.92370153248345,236.18893345535,226.77195277464,471.1048553303991,227.88030333355337,261.387910759268,-78.8908200014089,-357.64744099255137,321.80265113218195,-396.55995810877135,-447.7135629774972,-226.70034935011068,244.513945082281,76.60505344085196,-757.8868136191711,107.16578901122915,415.0932823727566,-586.7491058216543,162.08612697989344,270.26729556341036,-104.36744093114338,-160.13579285507686,-337.7788077729849
9,497.17952277124255,423.22874247724667,416.05748838796336,531.8535411087024,477.04971091170665,532.0228711457446,512.2041770961804,525.1553169342295,580.5604137871975,502.62687811043685,88.43565295300033,277.01554886835254,433.9211973574439,217.1943322095149,506.0192297464958,5.898194985913727,7.559777211483638,271.4486316887571,326.06641764468714,145.63370269311662,653.458603091975,275.31087941745807,242.67378004233828,289.57733263410995,202.68979437260813,132.28355299497224,260.9441964670663,180.5715949006671,247.5781596328287,8.285355966387415,1018.494769658379,40.049752669289084,2.064712165478404,159.68300062753934,78.03389181180177,171.19347887592176,-60.43381324028526,77.99066759795548,129.78637702618698,32.01199176268509,27.651968865781637,98.97975899775503,115.55018661681633,82.95031026901745,-86.51662368394342,42.70963524279957,16.178564035356317,70.11134104364238,24.193087472128216,23.491543189146707,4.142677983193708,230.6374025494518,174.78653252039567,80.7299999776259,202.55297535093567,169.9024105656089,125.68012298899885,82.44943934933859,58.26217750679855,26.909999992541962,67.51765845031188,56.63413685520297,41.89337432966628,27.48314644977953,-121.74391672300516,-140.6831498881499,-114.32111646548123,-50.70155963482699,-136.88279461036313,-112.8800677300568,-49.312731502710676,33.69205662807258,75.00618456595953,129.92352969253727,1.0351568070650443,1.0572828533684249,1.0442273572562533,1.021492408899702,1.019385558240924,1.021130523181586,1.0107645330100672,1.0096100761564328,1.0404532682327654,1.0321002092244043,1.0278378871177825,1.0252499391864398,1.0313613712187373,1.0311733387382047,1.042628226962143,1.0518664608849733,1.0516882806889751,1.0476850093184855,1.0583618043979188,0.9961512395204817,1.0482457260830673,1.062470328545212,1.056702280552324,1.0583366604469608,1.0648239999411275,1.0672915861749246,1.0552140977350581,1.0652226729197511,1.0631134661371717,-430.63112087135363,342.1954679183536,377.48904689145024,-216.17061335416238,190.70866072222222,-91.94669347607525,38.596670769019084,-282.36982131813517,-383.20253152449953,421.78617147085527,486.4256610661584,-381.26048641397745,267.8193837995521,181.89990789578704,175.06737105963938,334.0253095776519,82.03217881031313,106.4463566727975,-176.65372648045224,-246.10049800845997,301.4093438168867,-349.28242729878997,-350.3921451432538,-174.45151830747508,238.03486340168763,62.79768582516189,-626.6139434140083,72.4371353086326,340.7504932896321,-511.0338520388957,101.32767475674407,198.7484229968375,-93.31547420018151,-136.68643415800406,-274.2242622563058
